Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Blue in Green (feat. John Coltrane & Bill Evans),337733,62,0.421,0.0162,-25.358,110.479,0.808,0.0388,0.0024,0.0978,0.154
O Come All Ye Faithful,141146,55,0.257,0.217,-11.745,92.202,0.636,0.0279,5.92e-06,0.268,0.203
Bring It On Home to Me,162533,60,0.523,0.402,-8.233,70.863,0.778,0.0305,0.0,0.432,0.675
Moonlight Serenade,202760,53,0.342,0.126,-11.857,77.873,0.862,0.0265,0.0998,0.146,0.147
Cigarettes and Coffee,240800,58,0.483,0.275,-13.609,138.063,0.232,0.0418,0.0,0.125,0.31
My Funny Valentine,141133,63,0.438,0.00756,-26.44,133.32,0.941,0.0382,0.00643,0.109,0.277
The Hop,207466,61,0.927,0.517,-6.489,95.525,0.0679,0.361,0.0,0.174,0.616
Petite fleur,163186,66,0.615,0.214,-9.634,114.993,0.858,0.0329,0.00016,0.0945,0.446
My Baby Just Cares for Me (2013 - Remaster),215746,67,0.747,0.243,-15.134,118.661,0.829,0.124,1.02e-06,0.0905,0.426
When I Fall In Love,190773,61,0.19,0.215,-15.413,81.538,0.676,0.0339,0.00134,0.112,0.115
Graveyard Theme,55820,54,0.533,0.257,-14.969,137.186,0.94,0.0494,0.884,0.177,0.281
Temptations,170710,63,0.788,0.431,-8.097,96.065,0.623,0.0278,0.539,0.151,0.719
Still Riding,219152,63,0.678,0.619,-9.503,132.985,0.000347,0.0991,0.37,0.284,0.646
It's Easy To Remember,165560,60,0.497,0.125,-11.461,69.159,0.925,0.0346,0.00577,0.129,0.215
Lady Brown (feat. Cise Starr from CYNE),199160,60,0.499,0.874,-4.586,97.317,0.611,0.097,0.000639,0.0703,0.861
How’s It Going?,159143,60,0.426,0.154,-19.654,104.088,0.907,0.0347,0.208,0.172,0.222
They Reminisce Over You (T.R.O.Y.),286693,57,0.761,0.683,-10.889,101.787,0.141,0.164,0.0,0.342,0.671
A Marshmallow World,160946,56,0.499,0.545,-10.476,110.54,0.822,0.0366,0.0,0.187,0.634
(What A) Wonderful World,125440,61,0.691,0.507,-10.23,128.518,0.627,0.0343,0.0,0.457,0.885
It's Beginning to Look a Lot like Christmas,206639,53,0.339,0.214,-11.714,94.775,0.908,0.0375,7.47e-06,0.341,0.363
Reasons,299333,58,0.604,0.43,-10.624,126.632,0.212,0.0356,0.0,0.159,0.574
All of Me,181440,61,0.504,0.0644,-14.754,106.994,0.972,0.0408,4.36e-06,0.174,0.403
