Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Forever,278573,76,0.672,0.82,-4.456,120.005,0.0368,0.0459,0.000188,0.184,0.438
Into It,196767,78,0.518,0.572,-6.706,130.053,0.0503,0.0416,2.41e-05,0.129,0.291
The Worst,254493,70,0.539,0.414,-9.156,94.895,0.253,0.0601,1.3e-06,0.143,0.123
Kill Bill,153946,77,0.644,0.728,-5.75,88.993,0.0543,0.0351,0.169,0.161,0.43
Sky Walker (feat. Travis Scott),259333,71,0.674,0.506,-10.532,145.965,0.173,0.0434,0.0,0.0866,0.183
Wus Good / Curious,212880,73,0.343,0.536,-8.215,82.836,0.0737,0.0805,0.000129,0.225,0.456
TBH,123080,75,0.543,0.681,-7.876,124.926,0.159,0.0477,1.49e-06,0.298,0.154
Fourth of July,279316,77,0.435,0.104,-22.39,120.484,0.973,0.0445,0.33,0.119,0.162
Don't Tell 'Em,266840,72,0.856,0.527,-5.225,98.052,0.392,0.0997,0.0,0.11,0.386
Gimme Shelter,270773,74,0.634,0.63,-8.277,118.628,0.447,0.031,0.039,0.17,0.489
Titanium (feat. Sia),245040,68,0.604,0.788,-3.673,126.06,0.0678,0.103,0.153,0.127,0.301
I'd Rather Pretend,184560,76,0.56,0.346,-9.798,129.901,0.926,0.0293,0.0256,0.116,0.271
M a k e I t T o T h e M o r n i n g,168453,75,0.677,0.622,-5.901,122.738,0.0831,0.0287,0.00749,0.154,0.0903
Bitter Sweet Symphony - Remastered 2016,357266,79,0.356,0.917,-6.006,171.176,0.0335,0.0479,0.0,0.406,0.518
Rehab (Winter In Paris),180303,71,0.549,0.242,-11.692,144.211,0.809,0.038,8.1e-05,0.127,0.286
Bed Peace,256079,71,0.628,0.566,-7.811,119.859,0.269,0.0575,3.67e-05,0.135,0.299
Bottoms Up (feat. Nicki Minaj),242013,69,0.844,0.601,-5.283,73.989,0.0205,0.157,0.0,0.385,0.331
Heaven,179506,70,0.677,0.556,-6.544,80.006,0.263,0.0306,0.0,0.105,0.521
Midnight Rider,180066,69,0.585,0.532,-9.673,94.461,0.209,0.0268,0.00797,0.227,0.68
Miss Independent,232000,77,0.673,0.681,-5.693,171.864,0.52,0.118,0.0,0.235,0.707
Kiss Kiss (feat. T-Pain),250666,74,0.729,0.658,-3.386,140.043,0.0506,0.225,0.0,0.0693,0.551
Outside Today,129105,67,0.851,0.666,-5.334,134.068,0.139,0.0694,0.0,0.105,0.0585
Twist And Shout - Remastered 2009,155226,76,0.482,0.849,-9.198,124.631,0.641,0.0452,7.74e-06,0.0414,0.937
Deep,92093,73,0.646,0.335,-9.915,167.927,0.626,0.247,1.3e-05,0.107,0.419
Dancing in the Moonlight,232693,79,0.632,0.856,-3.463,119.397,0.0624,0.0348,0.0,0.347,0.867
Start Me Up - Remastered 2009,213066,76,0.631,0.932,-4.142,122.431,0.0429,0.0354,0.137,0.0918,0.971
Figure You Out,163436,73,0.631,0.491,-8.141,94.912,0.508,0.0354,3.18e-05,0.177,0.537
8TEEN,228600,72,0.83,0.585,-5.802,105.03,0.225,0.0366,0.00209,0.0576,0.642
Where Is My Mind? - 2007 Remaster,234973,76,0.519,0.441,-14.178,81.334,0.0204,0.0353,0.000453,0.076,0.25
Foolish,227386,72,0.665,0.695,-5.763,90.119,0.347,0.0532,0.0,0.106,0.707
Party Monster,249213,76,0.573,0.63,-8.389,77.525,0.189,0.105,2.31e-05,0.259,0.218
Johnny B. Goode,161560,76,0.534,0.803,-9.129,167.983,0.741,0.0743,6.07e-05,0.307,0.969
Sexy Bitch (feat. Akon),195853,67,0.813,0.627,-5.018,130.011,0.0771,0.0486,0.000616,0.131,0.801
Good Days,279204,73,0.436,0.655,-8.37,121.002,0.499,0.0583,8.1e-06,0.688,0.412
Doo Wop (That Thing),320266,75,0.535,0.505,-8.926,99.935,0.0393,0.245,0.0,0.0923,0.495
Ex-Factor,326533,74,0.593,0.619,-9.003,80.02,0.118,0.0976,0.0,0.484,0.668
LET THE WORLD BURN,163290,78,0.377,0.557,-6.934,92.89,0.128,0.0311,0.0,0.163,0.248
Dior,216386,76,0.548,0.805,-5.732,142.096,0.212,0.351,0.000405,0.408,0.649
No Guidance (feat. Drake),260640,75,0.696,0.454,-6.756,92.928,0.123,0.153,0.0,0.155,0.136
Billie Jean,293826,78,0.92,0.654,-3.051,117.046,0.0236,0.0401,0.0153,0.036,0.847
So Sick,207186,78,0.452,0.574,-8.336,92.795,0.245,0.311,0.0,0.189,0.578
Come Together - Remastered 2009,259946,75,0.53,0.376,-11.913,164.775,0.0304,0.04,0.247,0.0926,0.188
NISSAN ALTIMA,126832,70,0.974,0.711,-5.206,117.038,0.0988,0.194,3.92e-05,0.0888,0.328
Waterfalls,279506,74,0.769,0.505,-7.345,171.804,0.311,0.0829,7.49e-05,0.0777,0.757
Soft Spot,204223,77,0.696,0.595,-7.649,105.995,0.361,0.0262,0.000243,0.0938,0.708
DEAD MAN WALKING,247079,71,0.51,0.272,-13.763,143.984,0.303,0.0557,0.0,0.0958,0.435
Baby Don't Hurt Me,140017,82,0.602,0.91,-3.404,127.944,0.00126,0.0308,0.000174,0.12,0.228
All I Want Is You (feat. J. Cole),295920,70,0.776,0.603,-5.696,96.888,0.0728,0.0343,6.25e-05,0.111,0.921
Birthday Sex,226506,71,0.679,0.522,-5.603,60.014,0.297,0.0427,0.0,0.151,0.445
After Hours,361026,80,0.658,0.572,-6.099,108.968,0.0811,0.0308,0.0061,0.121,0.144
Wild World,200560,76,0.48,0.542,-8.51,152.853,0.345,0.0348,0.000609,0.113,0.567
JACKIE BROWN,169013,72,0.726,0.353,-10.273,137.66,0.65,0.105,0.002,0.224,0.503
Long Way 2 Go,220639,77,0.589,0.655,-8.138,105.272,0.057,0.0488,0.000353,0.372,0.675
Master of None,199413,71,0.492,0.344,-15.259,86.485,0.674,0.0259,0.531,0.0933,0.247
Nasty,176027,75,0.931,0.411,-8.433,100.002,0.165,0.0711,5.26e-06,0.134,0.515
What You Need,206421,70,0.638,0.335,-10.522,133.853,0.505,0.0854,0.0139,0.116,0.0608
Family Affair,265866,78,0.911,0.551,-3.75,92.887,0.133,0.045,4.35e-05,0.0863,0.969
Come and See Me (feat. Drake),235477,71,0.77,0.347,-10.265,84.957,0.0511,0.0623,2.57e-06,0.087,0.0583
No Love (with SZA),231497,72,0.707,0.618,-5.825,133.876,0.17,0.19,0.0,0.293,0.517
Untouchable,180705,69,0.768,0.79,-5.091,84.95,0.0754,0.191,1.79e-06,0.13,0.398
Poison,261853,70,0.84,0.56,-10.53,111.815,0.00195,0.21,0.00417,0.633,0.775
Beware,235186,67,0.701,0.554,-5.909,97.129,0.217,0.187,1.45e-06,0.419,0.0634
Memories (feat. Kid Cudi),210093,66,0.561,0.87,-6.103,129.98,0.0015,0.343,2.82e-06,0.246,0.498
I Know,319973,71,0.733,0.334,-11.314,119.935,0.327,0.0811,0.0,0.116,0.267
Down On Me,228453,72,0.7,0.598,-7.783,160.041,0.0369,0.114,0.0,0.111,0.594
Hate Bein' Sober,280173,72,0.82,0.47,-7.181,132.003,0.00425,0.0458,0.0,0.141,0.314
Ghost Town,219306,71,0.664,0.765,-9.454,73.676,0.0493,0.0507,0.333,0.113,0.907
