Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
Laura,266493,0,0.476,0.186,-9.326,98.692,0.921,0.0358,0.0,0.0939,0.0623
Floating,294706,0,0.454,0.163,-19.419,76.496,0.719,0.0282,0.0752,0.0856,0.0985
Failure to Launch (Controller Mix),455471,0,0.626,0.94,-10.666,120.009,0.396,0.0814,0.904,0.0869,0.422
If I Knew,256453,0,0.346,0.0884,-14.007,100.998,0.91,0.0338,0.000121,0.14,0.32
Shareware 2,115722,0,0.545,0.407,-16.877,170.036,0.000473,0.262,0.51,0.0701,0.403
Bullet in the Gun - Radio Edit,198106,0,0.528,0.893,-9.117,136.993,0.0171,0.0406,0.000289,0.0991,0.488
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Rockin' Back Inside My Heart,349066,0,0.621,0.223,-17.397,84.891,0.591,0.0278,0.00212,0.0579,0.314
Excursion 1,17084,0,0.59,0.915,-16.871,116.452,0.338,0.301,0.0965,0.405,0.035
Eazy Breezy,120607,0,0.173,0.306,-16.839,114.045,0.885,0.0428,0.915,0.652,0.0355
Rockin' Back Inside My Heart,349066,0,0.621,0.223,-17.397,84.891,0.591,0.0278,0.00212,0.0579,0.314
Laura,266493,0,0.476,0.186,-9.326,98.692,0.921,0.0357,0.0,0.0939,0.0627
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Let's Get the Fuck Outta Here!,219402,0,0.235,0.965,-7.293,180.02,0.000148,0.35,0.924,0.353,0.227
Distant Dreams (Voices),279946,0,0.63,0.89,-6.824,109.035,0.0222,0.0374,0.0166,0.0967,0.497
Into the Night,284333,0,0.494,0.0372,-26.204,102.73,0.946,0.0332,0.139,0.174,0.0387
Falling,321853,0,0.192,0.138,-17.135,142.187,0.892,0.0315,0.553,0.114,0.0757
Sugar,162880,0,0.606,0.696,-5.153,121.347,0.122,0.0613,0.000188,0.157,0.68
Kicking the Ghost When It's Dissipated (Excerpts),77479,0,0.378,0.127,-21.912,78.575,0.692,0.0549,0.92,0.122,0.325
Nonsense,147069,0,0.464,0.894,-10.005,107.044,0.0328,0.0993,0.798,0.127,0.25
If I Knew,256453,0,0.346,0.0884,-14.007,100.998,0.91,0.0338,0.000121,0.14,0.32
Freaks,147062,0,0.345,0.941,-9.918,179.626,3.84e-05,0.0466,0.633,0.0511,0.407
