Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
"Everywhere, Everything",257668,70,0.462,0.391,-9.164,179.731,0.356,0.0331,0.0,0.134,0.287
Time to Pretend,261000,74,0.438,0.94,-3.249,100.99,8.74e-05,0.0452,0.0777,0.3,0.421
Fourth of July,279316,77,0.435,0.104,-22.39,120.484,0.973,0.0445,0.33,0.119,0.162
People Watching,158536,73,0.53,0.592,-7.281,125.721,0.381,0.0534,0.0,0.294,0.544
Rosemary,413346,72,0.285,0.613,-6.412,126.628,0.0185,0.0421,0.1,0.114,0.0772
Goodie Bag,146390,72,0.739,0.522,-12.304,138.263,0.821,0.151,0.00124,0.233,0.619
The Gold - Phoebe Bridgers Version,233226,72,0.299,0.399,-12.176,158.253,0.816,0.0376,0.00117,0.147,0.302
Where's My Love,202000,80,0.604,0.36,-10.109,103.985,0.868,0.0253,0.0343,0.112,0.37
No Other Heart,173117,73,0.67,0.684,-7.47,94.261,0.513,0.0242,0.0103,0.126,0.852
Cherry Wine - Live,240146,68,0.415,0.11,-14.901,81.876,0.951,0.0388,0.00236,0.0962,0.234
Glue Myself Shut,196201,71,0.621,0.309,-8.095,73.472,0.877,0.056,0.0,0.355,0.699
Latch,255866,68,0.73,0.735,-5.451,121.985,0.0176,0.0923,0.000189,0.089,0.541
Skinny Love,238520,74,0.592,0.263,-14.029,76.366,0.845,0.0568,5.68e-06,0.127,0.109
Fireflies,228346,76,0.512,0.662,-6.797,180.114,0.0275,0.0439,0.0,0.118,0.472
Tek It - Sped Up,166859,76,0.348,0.95,-5.049,168.964,9.93e-05,0.124,9.68e-06,0.0868,0.377
Bang!,170858,67,0.74,0.517,-6.233,139.917,0.0183,0.0506,0.0,0.0558,0.698
Loving Machine,227000,72,0.58,0.69,-9.52,89.981,0.568,0.0267,0.0221,0.226,0.922
It Almost Worked,152000,72,0.673,0.886,-4.347,140.586,0.302,0.0282,0.348,0.0792,0.679
Glue Song (feat. Clairo),135066,73,0.621,0.393,-9.553,113.925,0.778,0.0275,0.00703,0.104,0.53
Mis,200680,68,0.536,0.328,-11.404,61.204,0.804,0.034,0.318,0.165,0.105
High and Dry,257480,75,0.419,0.383,-11.782,87.568,0.0724,0.0256,0.0176,0.0896,0.35
The Devil Wears a Suit and Tie,236026,70,0.625,0.316,-12.124,127.823,0.777,0.0815,0.238,0.194,0.452
Burn The House Down,212373,66,0.459,0.659,-4.357,184.311,0.0369,0.167,0.0,0.181,0.576
Add Up My Love,205263,71,0.715,0.621,-6.761,104.964,0.17,0.027,0.0011,0.111,0.769
Liquid Smooth,169773,73,0.424,0.342,-9.469,76.235,0.838,0.0339,0.0,0.136,0.124
Love Me Anyway,233325,71,0.608,0.463,-7.005,93.957,0.265,0.0286,1.61e-06,0.0743,0.271
Jigsaw Falling Into Place,248893,75,0.462,0.832,-6.085,165.653,0.108,0.0479,0.00416,0.0741,0.807
I Know The End,344692,72,0.323,0.323,-10.268,111.826,0.33,0.0351,0.0229,0.233,0.256
Genesis,255320,66,0.611,0.677,-6.745,166.04,0.0764,0.034,0.0698,0.241,0.233
Why,139906,71,0.684,0.856,-2.676,117.027,0.342,0.0411,0.00728,0.109,0.343
Whitehouse Road,280786,68,0.607,0.739,-5.503,84.467,0.114,0.0274,0.000234,0.192,0.875
Coffee,205520,71,0.434,0.219,-10.2,82.602,0.948,0.0301,0.0,0.0851,0.234
Mascara,225293,71,0.472,0.446,-7.416,77.562,0.00273,0.0354,0.0606,0.091,0.0456
California,198089,71,0.454,0.363,-10.037,129.974,0.566,0.0585,0.0,0.0788,0.361
